HG780872	Carso_ruddi_HteHT
HG783987	Mycob_tuber_H37Rv
HG783988	Mycob_tuber_H37Rv
HG783989	Mycob_tuber_H37Rv
HG783990	Mycob_tuber_H37Rv
HG783991	Mycob_tuber_H37Rv
HG783992	Mycob_tuber_H37Rv
HG783993	Mycob_tuber_H37Rv
HG783994	Mycob_tuber_H37Rv
HG783995	Mycob_tuber_H37Rv
HG783996	Mycob_tuber_H37Rv
HG783997	Mycob_tuber_H37Rv
HG783998	Mycob_tuber_H37Rv
HG783999	Mycob_tuber_H37Rv
HG784000	Mycob_tuber_H37Rv
HG784001	Mycob_tuber_H37Rv
HG784002	Mycob_tuber_H37Rv
HG784003	Mycob_tuber_H37Rv
HG784004	Mycob_tuber_H37Rv
HG784005	Mycob_tuber_H37Rv
HG784006	Mycob_tuber_H37Rv
HG784007	Mycob_tuber_H37Rv
HG784008	Mycob_tuber_H37Rv
HG784009	Mycob_tuber_H37Rv
HG784010	Mycob_tuber_H37Rv
HG784011	Mycob_tuber_H37Rv
HG784012	Mycob_tuber_H37Rv
HG784013	Mycob_tuber_H37Rv
HG784014	Mycob_tuber_H37Rv
HG784015	Mycob_tuber_H37Rv
HG784016	Mycob_tuber_H37Rv
HG784017	Mycob_tuber_H37Rv
HG784018	Mycob_tuber_H37Rv
HG784019	Mycob_tuber_H37Rv
HG784020	Mycob_tuber_H37Rv
HG784021	Mycob_tuber_H37Rv
HG784022	Mycob_tuber_H37Rv
HG784023	Mycob_tuber_H37Rv
HG784024	Mycob_tuber_H37Rv
HG784025	Mycob_tuber_H37Rv
HG784026	Mycob_tuber_H37Rv
HG784027	Mycob_tuber_H37Rv
HG784028	Mycob_tuber_H37Rv
HG784029	Mycob_tuber_H37Rv
HG784030	Mycob_tuber_H37Rv
HG784031	Mycob_tuber_H37Rv
HG784032	Mycob_tuber_H37Rv
HG784033	Mycob_tuber_H37Rv
HG784034	Mycob_tuber_H37Rv
HG784035	Mycob_tuber_H37Rv
HG784036	Mycob_tuber_H37Rv
HG784037	Mycob_tuber_H37Rv
HG784038	Mycob_tuber_H37Rv
HG784039	Mycob_tuber_H37Rv
HG784040	Mycob_tuber_H37Rv
HG784041	Mycob_tuber_H37Rv
HG784042	Mycob_tuber_H37Rv
HG784043	Mycob_tuber_H37Rv
HG784044	Mycob_tuber_H37Rv
HG784045	Mycob_tuber_H37Rv
HG784046	Mycob_tuber_H37Rv
HG784047	Mycob_tuber_H37Rv
HG784048	Mycob_tuber_H37Rv
HG784049	Mycob_tuber_H37Rv
HG784050	Mycob_tuber_H37Rv
HG784051	Mycob_tuber_H37Rv
HG784052	Mycob_tuber_H37Rv
HG784053	Mycob_tuber_H37Rv
HG784054	Mycob_tuber_H37Rv
HG784055	Mycob_tuber_H37Rv
HG784056	Mycob_tuber_H37Rv
HG784057	Mycob_tuber_H37Rv
HG784058	Mycob_tuber_H37Rv
HG784059	Mycob_tuber_H37Rv
HG784060	Mycob_tuber_H37Rv
HG784061	Mycob_tuber_H37Rv
HG784062	Mycob_tuber_H37Rv
HG784063	Mycob_tuber_H37Rv
HG784064	Mycob_tuber_H37Rv
HG784065	Mycob_tuber_H37Rv
HG784066	Mycob_tuber_H37Rv
HG784067	Mycob_tuber_H37Rv
HG784068	Mycob_tuber_H37Rv
HG784069	Mycob_tuber_H37Rv
HG784070	Mycob_tuber_H37Rv
HG784071	Mycob_tuber_H37Rv
HG784072	Mycob_tuber_H37Rv
HG784073	Mycob_tuber_H37Rv
HG784074	Mycob_tuber_H37Rv
HG784075	Mycob_tuber_H37Rv
HG784076	Mycob_tuber_H37Rv
HG784077	Mycob_tuber_H37Rv
HG784078	Mycob_tuber_H37Rv
HG784079	Mycob_tuber_H37Rv
HG784080	Mycob_tuber_H37Rv
HG784081	Mycob_tuber_H37Rv
HG784082	Mycob_tuber_H37Rv
HG784083	Mycob_tuber_H37Rv
HG784084	Mycob_tuber_H37Rv
HG784085	Mycob_tuber_H37Rv
HG784086	Mycob_tuber_H37Rv
HG784087	Mycob_tuber_H37Rv
HG784088	Mycob_tuber_H37Rv
HG784089	Mycob_tuber_H37Rv
HG784090	Mycob_tuber_H37Rv
HG784091	Mycob_tuber_H37Rv
HG784092	Mycob_tuber_H37Rv
HG784093	Mycob_tuber_H37Rv
HG784094	Mycob_tuber_H37Rv
HG784095	Mycob_tuber_H37Rv
HG784096	Mycob_tuber_H37Rv
HG784097	Mycob_tuber_H37Rv
HG784098	Mycob_tuber_H37Rv
HG784099	Mycob_tuber_H37Rv
HG784100	Mycob_tuber_H37Rv
HG784101	Mycob_tuber_H37Rv
HG784102	Mycob_tuber_H37Rv
HG784103	Mycob_tuber_H37Rv
HG784104	Mycob_tuber_H37Rv
HG784105	Mycob_tuber_H37Rv
HG784106	Mycob_tuber_H37Rv
HG784107	Mycob_tuber_H37Rv
HG784108	Mycob_rhode_NBB3
HG784109	Moran_endob_PCIT
HG784110	Moran_endob_PCIT
HG784111	Riesi_pedic_USDA
HG784112	Bifid_longu_JCM121.2
HG784113	Bifid_longu_JCM121.2
HG784114	Bifid_longu_15697.2
HG784115	Bifid_longu_15697.2
HG784116	Segni_rotun_44985
HG784117	Mycob_phage_Wildca
HG784118	Sulfu_barne_SES3
HG784119	Sulfu_deley_6946
HG784120	Coryn_effic_YS314
HG784121	Coryn_effic_YS314
HG784122	Coryn_effic_YS314
HG784123	Coryn_gluta_13032
HG784124	Coryn_gluta_13032
HG784125	Coryn_gluta_13032
HG784126	Coryn_gluta_13032
HG784127	Coryn_gluta_13032
HG784128	Coryn_gluta_13032
HG784129	Coryn_gluta_13032
HG784130	Coryn_gluta_13032
HG784131	Coryn_gluta_13032
HG784132	Methy_versa_301
HG784133	Methy_mobil_JLW8
HG784134	Methy_mobil_JLW8
HG784135	Solit_canad_3403
HG784136	Porph_gingi_TDC60
HG784137	Porph_gingi_TDC60
HG784138	Porph_gingi_TDC60
HG784139	Porph_gingi_W83
HG784140	Porph_gingi_W83
HG784141	Porph_gingi_W83
HG784142	Porph_gingi_W83
HG784143	Porph_gingi_W83
HG784144	Porph_gingi_W83
HG784145	Porph_gingi_W83
HG784146	Porph_gingi_W83
HG784147	Porph_gingi_W83
HG784148	Porph_gingi_W83
HG784149	Owenw_hongk_17368
HG784150	Tanne_forsy_43037
HG784151	Cyclo_marin_745
HG784152	Belli_balti_15883
HG784153	Sulfu_denit_1251
HG784154	Sulfu_autot_16294
HG784155	Helic_bizzo_CIII1
HG784156	Sapro_grand_Lewin
HG784157	Cardi_herti_Epe
HG784158	Cardi_herti_Epe
HG784159	Rieme_anati_15868
HG784160	Rieme_anati_15868
HG784161	Rieme_anati_15868
HG784162	Rieme_anati_15868
HG784163	Rieme_anati_15868
HG784164	Rieme_anati_15868
HG784165	Rieme_anati_15868
HG784166	Rieme_anati_15868
HG784167	Flexi_litor_6794
HG784168	Weeks_viros_16922
HG784169	Helic_cetor_007128
HG784170	Helic_pylor_Cuz20
HG784171	Helic_pylor_F16
HG784172	Helic_pylor_Shi169
HG784173	Helic_pylor_F57
HG784174	Helic_pylor_v225d
HG784175	Helic_pylor_Shi470
HG784176	Helic_pylor_52
HG784177	Helic_pylor_Shi417
HG784178	Helic_pylor_35A
HG784179	Helic_pylor_Sat464
HG784180	Helic_pylor_Shi112
HG784181	Helic_pylor_Lithua
HG784182	Helic_pylor_SouthA
HG784183	Helic_pylor_26695
HG784184	Helic_pylor_26695
HG784185	Helic_pylor_26695
HG784186	Helic_pylor_26695
HG784187	Helic_pylor_26695
HG784188	Helic_pylor_26695
HG784189	Helic_pylor_26695
HG784190	Helic_pylor_26695
HG784191	Helic_pylor_26695
HG784192	Helic_pylor_26695
HG784193	Helic_pylor_26695
HG784194	Helic_pylor_26695
HG784195	Helic_pylor_26695
HG784196	Helic_pylor_B128
HG784197	Helic_pylor_B128
HG784198	Helic_pylor_PeCan4
HG784199	Helic_pylor_J99
HG784200	Helic_pylor_J99
HG784201	Helic_pylor_J99
HG784202	Helic_pylor_J99
HG784203	Helic_pylor_J99
HG784204	Helic_pylor_SJM180
HG784205	Helic_pylor_83
HG784206	Helic_pylor_G27
HG784207	Helic_pylor_P12
HG784208	Helic_pylor_HPKX43
HG784209	Helic_pylor_HPKX43
HG784210	Helic_pylor_51
HG784211	Helic_pylor_ELS37
HG784212	Helic_pylor_Gambia
HG784213	Helic_pylor_HPAG1
HG784214	Helic_pylor_F32
HG784215	Helic_pylor_HUPB14
HG784216	Helic_pylor_908
HG784217	Helic_pylor_908
HG784218	Helic_pylor_908
HG784219	Helic_pylor_908
HG784220	Helic_pylor_908
HG784221	Helic_pylor_908
HG784222	Helic_pylor_908
HG784223	Helic_pylor_908
HG784224	Helic_pylor_908
HG784225	Helic_pylor_908
HG784226	Helic_pylor_908
HG784227	Helic_pylor_908
HG784228	Helic_pylor_908
HG784229	Helic_pylor_908
HG784230	Helic_pylor_908
HG784231	Helic_pylor_908
HG784232	Helic_pylor_908
HG784233	Helic_pylor_908
HG784234	Helic_pylor_908
HG784235	Helic_pylor_908
HG784236	Helic_pylor_908
HG784237	Helic_pylor_908
HG784238	Helic_pylor_908
HG784239	Helic_pylor_908
HG784240	Helic_pylor_908
HG784241	Helic_pylor_908
HG784242	Helic_pylor_908
HG784243	Helic_pylor_908
HG784244	Helic_pylor_908
HG784245	Helic_pylor_908
HG784246	Helic_pylor_PeCan1
HG784247	Helic_pylor_Puno12
HG784248	Helic_pylor_Puno12
HG784249	Helic_pylor_XZ274
HG784250	Helic_pylor_F30
HG784251	Helic_pylor_B38
HG784252	Helic_pylor_India7
HG784253	Helic_pylor_India7
HG784254	Odont_sinen
HG784255	Helic_cetor_995656
HG784256	Buchn_aphid_Bpi
HG784257	Sodal_gloss_Gmo
HG784258	Porph_gingi_33277
HG784259	Micro_testa_StLB03
HG784260	Bifid_bifid_NCI411
HG784261	Bifid_bifid_NCI411
HG784262	Bifid_bifid_NCI411
HG784263	Bifid_bifid_NCI411
HG784264	Bifid_bifid_NCI411
HG784265	Bifid_bifid_NCI411
HG784266	Bifid_bifid_NCI411
HG784267	Bifid_aster_PRL201
HG784268	Bifid_denti_27678
HG784269	Bifid_denti_27678
HG784270	Bifid_denti_27678
HG784271	Isopt_varia_225
HG784272	Xylan_cellu_15894
HG784273	Gordo_polyi_NBR163
HG784274	Gordo_polyi_NBR163
HG784275	Gordo_polyi_NBR163
HG784276	Amyco_subfl_DQS39A
HG784277	Gordo_bronc_43247
HG784278	Gordo_sp_KTR9
HG784279	Nocar_sp_JS614
HG784280	Galli_anati_UMN179
HG784281	Idiom_loihi_L2TR
HG784282	Idiom_loihi_L2TR
HG784283	Idiom_loihi_L2TR
HG784284	Haemo_paras_29755
HG784285	Haemo_paras_29755
HG784286	Haemo_paras_29755
HG784287	Haemo_paras_29755
HG784288	Alter_macle_Deepec
HG784289	Alter_macle_Deepec
HG784290	Alter_macle_Deepec
HG784291	Alter_macle_Deepec
HG784292	Alter_macle_Deepec
HG784293	Alter_macle_Deepec
HG784294	Alter_macle_Deepec
HG784295	Alter_macle_Deepec
HG784296	Alter_macle_Deepec
HG784297	Alter_macle_Deepec
HG784298	Alter_macle_Deepec
HG784299	Alter_macle_27126
HG784300	Alter_macle_27126
HG784301	Alter_macle_27126
HG784302	Alter_macle_27126
HG784303	Alter_macle_27126
HG784304	Alter_macle_BlackS
HG784305	Alter_sp_SN2
HG784306	Psalt_sp_SM9913
HG784307	Psalt_sp_SM9913
HG784308	Psalt_halop_TAC125
HG784309	Psalt_halop
HG784310	Psalt_halop
HG784311	Psalt_halop
HG784312	Psalt_halop
HG784313	Psalt_halop
HG784314	Psalt_halop
HG784315	Bauma_cicad_Hco
HG784316	Wiggl_gloss_Gbr
HG784317	secon_Hcu
HG784318	Serra_symbi_Cce
HG784319	Photo_profu_SS9
HG784320	Photo_profu_SS9
HG784321	Photo_profu_SS9
HG784322	Ocean_sp_GK1
HG784323	Vibri_fisch_ES114
HG784324	Vibri_fisch_MJ11
HG784325	Vibri_fisch_MJ11
HG784326	Vibri_fisch_MJ11
HG784327	Aliiv_salmo_LFI123
HG784328	Aliiv_salmo_LFI123
HG784329	Vibri_furni_CIP102
HG784330	Vibri_furni_CIP102
HG784331	Vibri_chole
HG784332	Vibri_chole
HG784333	Vibri_chole
HG784334	Vibri_chole
HG784335	Vibri_chole
HG784336	Vibri_chole
HG784337	Vibri_chole
HG784338	Vibri_chole
HG784339	Vibri_chole
HG784340	Vibri_chole
HG784341	Vibri_chole
HG784342	Vibri_chole
HG784343	Vibri_chole
HG784344	Vibri_chole
HG784345	Vibri_chole
HG784346	Vibri_chole
HG784347	Vibri_chole
HG784348	Vibri_chole
HG784349	Vibri_chole
HG784350	Vibri_chole
HG784351	Vibri_chole
HG784352	Vibri_chole
HG784353	Vibri_chole
HG784354	Vibri_chole
HG784355	Vibri_chole
HG784356	Vibri_chole
HG784357	Vibri_chole
HG784358	Vibri_chole
HG784359	Vibri_chole
HG784360	Vibri_chole
HG784361	Vibri_chole
HG784362	Vibri_chole
HG784363	Vibri_chole
HG784364	Vibri_chole
HG784365	Vibri_chole
HG784366	Vibri_chole
HG784367	Vibri_chole
HG784368	Vibri_chole
HG784369	Vibri_chole
HG784370	Vibri_chole
HG784371	Vibri_chole
HG784372	Vibri_chole
HG784373	Vibri_chole
HG784374	Vibri_chole
HG784375	Vibri_chole
HG784376	Vibri_chole
HG784377	Vibri_chole
HG784378	Vibri_chole
HG784379	Vibri_chole
HG784380	Vibri_chole
HG784381	Vibri_chole
HG784382	Vibri_chole
HG784383	Vibri_chole
HG784384	Vibri_chole
HG784385	Vibri_chole
HG784386	Vibri_chole
HG784387	Vibri_chole
HG784388	Vibri_chole
HG784389	Vibri_chole
HG784390	Vibri_chole
HG784391	Vibri_chole
HG784392	Vibri_chole
HG784393	Vibri_chole
HG784394	Vibri_chole
HG784395	Vibri_chole
HG784396	Vibri_chole
HG784397	Vibri_chole
HG784398	Vibri_chole
HG784399	Vibri_chole
HG784400	Vibri_chole
HG784401	Vibri_chole
HG784402	Vibri_chole
HG784403	Vibri_chole
HG784404	Vibri_chole
HG784405	Vibri_chole
HG784406	Vibri_chole
HG784407	Vibri_chole
HG784408	Vibri_chole
HG784409	Vibri_chole
HG784410	Vibri_chole
HG784411	Vibri_chole
HG784412	Vibri_chole
HG784413	Vibri_chole
HG784414	Vibri_chole
HG784415	Vibri_chole
HG784416	Vibri_chole
HG784417	Vibri_chole
HG784418	Vibri_chole
HG784419	Vibri_chole
HG784420	Vibri_chole
HG784421	Vibri_chole
HG784422	Vibri_chole
HG784423	Vibri_chole
HG784424	Vibri_chole
HG784425	Vibri_chole
HG784426	Vibri_chole
HG784427	Vibri_chole
HG784428	Vibri_chole
HG784429	Vibri_chole
HG784430	Vibri_chole
HG784431	Vibri_chole
HG784432	Vibri_chole
HG784433	Vibri_chole
HG784434	Vibri_chole
HG784435	Vibri_chole
HG784436	Vibri_chole
HG784437	Vibri_chole
HG784438	Vibri_chole
HG784439	Vibri_chole
HG784440	Vibri_chole
HG784441	Vibri_chole
HG784442	Vibri_chole
HG784443	Vibri_chole
HG784444	Vibri_chole
HG784445	Vibri_chole
HG784446	Vibri_chole
HG784447	Vibri_chole
HG784448	Vibri_chole
HG784449	Vibri_chole
HG784450	Vibri_chole
HG784451	Vibri_chole
HG784452	Vibri_chole
HG784453	Vibri_chole
HG784454	Vibri_chole
HG784455	Vibri_chole
HG784456	Vibri_chole
HG784457	Vibri_chole
HG784458	Vibri_chole
HG784459	Vibri_chole
HG784460	Vibri_chole
HG784461	Vibri_chole
HG784462	Vibri_chole
HG784463	Vibri_chole
HG784464	Vibri_chole
HG784465	Vibri_chole
HG784466	Vibri_chole
HG784467	Vibri_chole
HG784468	Vibri_chole
HG784469	Vibri_chole
HG784470	Vibri_chole
HG784471	Vibri_chole
HG784472	Vibri_chole
HG784473	Vibri_chole
HG784474	Vibri_chole
HG784475	Vibri_chole
HG784476	Vibri_chole
HG784477	Vibri_chole
HG784478	Vibri_chole
HG784479	Vibri_chole
HG784480	Vibri_chole
HG784481	Vibri_chole
HG784482	Vibri_chole
HG784483	Vibri_chole
HG784484	Vibri_chole
HG784485	Vibri_chole
HG784486	Vibri_chole
HG784487	Vibri_chole
HG784488	Vibri_chole
HG784489	Vibri_chole
HG784490	Vibri_chole
HG784491	Vibri_chole
HG784492	Vibri_chole
HG784493	Vibri_chole
HG784494	Vibri_chole
HG784495	Vibri_chole
HG784496	Vibri_chole
HG784497	Vibri_chole
HG784498	Vibri_chole
HG784499	Vibri_chole
HG784500	Vibri_chole
HG784501	Vibri_chole
HG784502	Vibri_chole
HG784503	Vibri_chole
HG784504	Vibri_chole
HG784505	Vibri_chole
HG784506	Vibri_chole
HG784507	Vibri_chole
HG784508	Vibri_chole
HG784509	Vibri_chole
HG784510	Vibri_chole
HG784511	Vibri_chole
HG784512	Vibri_chole
HG784513	Vibri_chole
HG784514	Vibri_chole
HG784515	Vibri_chole
HG784516	Vibri_chole
HG784517	Vibri_chole
HG784518	Vibri_chole
HG784519	Vibri_chole
HG784520	Vibri_chole
HG784521	Vibri_chole
HG784522	Vibri_chole
HG784523	Vibri_chole
HG784524	Vibri_chole
HG784525	Vibri_chole
HG784526	Vibri_chole
HG784527	Vibri_chole
HG784528	Vibri_chole
HG784529	Vibri_chole
HG784530	Vibri_chole
HG784531	Vibri_chole
HG784532	Vibri_chole
HG784533	Vibri_chole
HG784534	Vibri_chole
HG784535	Vibri_chole
HG784536	Vibri_chole
HG784537	Vibri_chole
HG784538	Vibri_chole
HG784539	Vibri_chole
HG784540	Vibri_chole
HG784541	Vibri_chole
HG784542	Vibri_chole
HG784543	Vibri_chole
HG784544	Vibri_chole
HG784545	Vibri_chole
HG784546	Vibri_chole
HG784547	Vibri_chole
HG784548	Vibri_chole
HG784549	Vibri_chole
HG784550	Vibri_chole
HG784551	Vibri_chole
HG784552	Vibri_chole
HG784553	Vibri_chole
HG784554	Vibri_chole
HG784555	Vibri_chole
HG784556	Vibri_chole
HG784557	Vibri_chole
HG784558	Vibri_chole
HG784559	Vibri_chole
HG784560	Vibri_chole
HG784561	Vibri_chole
HG784562	Vibri_chole
HG784563	Vibri_chole
HG784564	Vibri_chole
HG784565	Vibri_chole
HG784566	Vibri_chole
HG784567	Vibri_chole
HG784568	Vibri_chole
HG784569	Vibri_chole
HG784570	Vibri_chole
HG784571	Vibri_chole
HG784572	Vibri_chole
HG784573	Vibri_chole
HG784574	Vibri_chole
HG784575	Vibri_chole
HG784576	Vibri_chole
HG784577	Vibri_chole
HG784578	Vibri_chole
HG784579	Vibri_chole
HG784580	Vibri_chole
HG784581	Vibri_chole
HG784582	Vibri_chole
HG784583	Vibri_chole
HG784584	Vibri_chole
HG784585	Haemo_influ_F3031
HG784586	Panto_vagan_C91
HG784587	Aerom_salmo
HG784588	Aerom_salmo
HG784589	Aerom_salmo
HG784590	Aerom_salmo
HG784591	Aerom_salmo
HG784592	Aerom_salmo
HG784593	Aerom_salmo
HG784594	Aerom_salmo
HG784595	Aerom_salmo
HG784596	Aerom_salmo
HG784597	Aerom_salmo
HG784598	Aerom_salmo
HG784599	Aerom_salmo
HG784600	Aerom_salmo
HG784601	Aerom_salmo
HG784602	Aerom_salmo
HG784603	Aerom_veron_B565
HG784604	Aerom_veron_B565
HG784605	Aerom_veron_B565
HG784606	Aerom_veron_B565
HG784607	Aerom_veron_B565
HG784608	Aerom_veron_B565
HG784609	Aerom_veron_B565
HG784610	Aerom_veron_B565
HG784611	Aerom_veron_B565
HG784612	Aerom_veron_B565
HG784613	Aerom_hydro
HG784614	Aerom_hydro
HG784615	Aerom_hydro
HG784616	Aerom_hydro
HG784617	Aerom_hydro
HG784618	Shimw_blatt_4481
HG784619	Shimw_blatt_4481
HG784620	Erwin_amylo_49946
HG784621	Erwin_amylo_49946
HG784622	Erwin_amylo_49946
HG784623	Erwin_amylo_49946
HG784624	Erwin_amylo_49946
HG784625	Erwin_amylo_49946
HG784626	Erwin_amylo_49946
HG784627	Erwin_amylo_49946
HG784628	Erwin_amylo_49946
HG784629	Erwin_amylo_49946
HG784630	Erwin_amylo_49946
HG784631	Erwin_amylo_49946
HG784632	Rahne_sp_Y9602
HG784633	Rahne_sp_Y9602
HG784634	Rahne_aquat_CIP786
HG784635	Erwin_sp_Ejp617
HG784636	Erwin_tasma_Et199
HG784637	Erwin_pyrif_Ep196
HG784638	Erwin_pyrif_Ep196
HG784639	Erwin_billi_Eb661
HG784640	Vibri_angui_775
HG784641	Vibri_angui_775
HG784642	Vibri_angui_775
HG784643	Vibri_angui_775
HG784644	Vibri_angui_775
HG784645	Vibri_angui_775
HG784646	Vibri_angui_775
HG784647	Tolum_auens_9187
HG784648	Hamil_defen_Api
HG784649	Hamil_defen_Api
HG784650	Hamil_defen_Api
HG784651	Hamil_defen_Api
HG784652	Hamil_defen_Api
HG784653	Haemo_influ_R2846
HG784654	Haemo_influ_PittGG
HG784655	Haemo_influ_R2866
HG784656	Haemo_influ_R2866
HG784657	Haemo_influ_RdKW2
HG784658	Haemo_influ_RdKW2
HG784659	Haemo_influ_RdKW2
HG784660	Haemo_influ_RdKW2
HG784661	Haemo_influ_RdKW2
HG784662	Haemo_influ_RdKW2
HG784663	Haemo_influ_RdKW2
HG784664	Haemo_influ_RdKW2
HG784665	Haemo_influ_RdKW2
HG784666	Haemo_influ_RdKW2
HG784667	Haemo_influ_RdKW2
HG784668	Haemo_influ_RdKW2
HG784669	Haemo_influ_RdKW2
HG784670	Haemo_influ_RdKW2
HG784671	Haemo_influ_RdKW2
HG784672	Haemo_influ_RdKW2
HG784673	Haemo_influ_RdKW2
HG784674	Haemo_influ_RdKW2
HG784675	Haemo_influ_RdKW2
HG784676	Haemo_influ_RdKW2
HG784677	Haemo_influ_86028N
HG784678	Haemo_influ_86028N
HG784679	Haemo_influ_86028N
HG784680	Haemo_influ_86028N
HG784681	Haemo_influ_86028N
HG784682	Haemo_influ_86028N
HG784683	Haemo_influ_86028N
HG784684	Haemo_influ_86028N
HG784685	Haemo_influ_86028N
HG784686	Haemo_influ_86028N
HG784687	Haemo_influ_86028N
HG784688	Haemo_influ_86028N
HG784689	Haemo_influ_86028N
HG784690	Haemo_influ_86028N
HG784691	Haemo_influ_86028N
HG784692	Haemo_influ_86028N
HG784693	Haemo_influ_86028N
HG784694	Haemo_influ_86028N
HG784695	Haemo_influ_86028N
HG784696	Haemo_parai_T3T1
HG784697	Paste_multo_Pm70
HG784698	Paste_multo_Pm70
HG784699	Paste_multo_HN06
HG784700	Paste_multo_HN06
HG784701	Paste_multo_HN06
HG784702	Aggre_actin_HK1651
HG784703	Aggre_actin_HK1651
HG784704	Aggre_actin_HK1651
HG784705	Aggre_actin_HK1651
HG784706	Aggre_actin_HK1651
HG784707	Aggre_actin_D7S1
HG784708	Aggre_actin_D7S1
HG784709	Aggre_actin_D7S1
HG784710	Aggre_actin_D7S1
HG784711	Aggre_actin_D7S1
HG784712	Aggre_actin_D7S1
HG784713	Aggre_actin_D7S1
HG784714	Aggre_aphro_NJ8700
HG784715	Aggre_aphro_NJ8700
HG784716	Aggre_aphro_NJ8700
HG784717	Haemo_ducre_35000H
HG784718	Actin_suis_H91038
HG784719	Actin_suis_H91038
HG784720	Actin_suis_H91038
HG784721	Actin_pleur_4074
HG784722	Actin_pleur_4074
HG784723	Actin_pleur_4074
HG784724	Actin_pleur_4074
HG784725	Actin_pleur_4074
HG784726	Actin_pleur_4074
HG784727	Actin_pleur_4074
HG784728	Actin_pleur_4074
HG784729	Actin_pleur_4074
HG784730	Actin_pleur_4074
HG784731	Actin_pleur_4074
HG784732	Actin_pleur_4074
HG784733	Actin_pleur_4074
HG784734	Actin_pleur_4074
HG784735	Actin_pleur_4074
HG784736	Actin_pleur_4074
HG784737	Paste_multo_36950
HG784738	Paste_multo_36950
HG784739	Paste_multo_36950
HG784740	Paste_multo_36950
HG784741	Paste_multo_36950
HG784742	Paste_multo_36950
HG784743	Paste_multo_36950
HG784744	Photo_lumin_TTO1
HG784745	Photo_lumin_TTO1
HG784746	Crono_sakaz_BAA894
HG784747	Crono_sakaz_BAA894
HG784748	Crono_sakaz_BAA894
HG784749	Crono_sakaz_BAA894
HG784750	Crono_sakaz_ES15
HG784751	Crono_sakaz_ES15
HG784752	Crono_sakaz_ES15
HG784753	Crono_sakaz_ES15
HG784754	Crono_sakaz_ES15
HG784755	Crono_sakaz_ES15
HG784756	Crono_sakaz_ES15
HG784757	Crono_sakaz_ES15
HG784758	Crono_turic_z3032
HG784759	Enter_aerog_13048
HG784760	Enter_aerog_13048
HG784761	Dicke_zeae_Ech159
HG784762	Dicke_zeae_Ech159
HG784763	Dicke_dadan_3937
HG784764	Dicke_dadan_3937
HG784765	Dicke_dadan_Ech703
HG784766	Dicke_dadan_Ech703
HG784767	Dicke_dadan_Ech703
HG784768	Dicke_dadan_Ech586
HG784769	Dicke_dadan_Ech586
HG784770	Dicke_dadan_Ech586
HG784771	Dicke_dadan_Ech586
HG784772	Dicke_dadan_Ech586
HG784773	Dicke_dadan_Ech586
HG784774	Dicke_dadan_Ech586
HG784775	Dicke_dadan_Ech586
HG784776	Photo_asymb_43949
HG784777	Photo_asymb_43949
HG784778	Xenor_bovie_SS2004
HG784779	Xenor_bovie_SS2004
HG784780	Xenor_bovie_SS2004
HG784781	Xenor_bovie_SS2004
HG784782	Xenor_bovie_SS2004
HG784783	Yersi_enter_8081
HG784784	Yersi_enter_8081
HG784785	Yersi_enter_8081
HG784786	Yersi_enter_8081
HG784787	Yersi_enter_8081
HG784788	Yersi_enter_8081
HG784789	Yersi_enter_8081
HG784790	Yersi_enter_8081
HG784791	Yersi_enter_8081
HG784792	Yersi_enter_8081
HG784793	Yersi_enter_8081
HG784794	Yersi_enter_8081
HG784795	Yersi_enter_8081
HG784796	Yersi_enter_8081
HG784797	Yersi_enter_8081
HG784798	Yersi_enter_8081
HG784799	Yersi_enter_8081
HG784800	Yersi_enter_8081
HG784801	Yersi_enter_8081
HG784802	Yersi_enter_8081
HG784803	Yersi_enter_8081
HG784804	Yersi_enter_8081
HG784805	Yersi_enter_8081
HG784806	Yersi_enter_8081
HG784807	Yersi_enter_8081
HG784808	Citro_roden_ICC168
HG784809	Yersi_pesti_CO92
HG784810	Yersi_pesti_CO92
HG784811	Yersi_pesti_CO92
HG784812	Yersi_pesti_CO92
HG784813	Yersi_pesti_CO92
HG784814	Yersi_pesti_CO92
HG784815	Yersi_pesti_CO92
HG784816	Yersi_pesti_CO92
HG784817	Yersi_pesti_CO92
HG784818	Yersi_pesti_CO92
HG784819	Yersi_pesti_CO92
HG784820	Yersi_pesti_CO92
HG784821	Yersi_pesti_CO92
HG784822	Yersi_pesti_CO92
HG784823	Yersi_pesti_CO92
HG784824	Yersi_pesti_CO92
HG784825	Yersi_pesti_CO92
HG784826	Yersi_pesti_CO92
HG784827	Yersi_pesti_CO92
HG784828	Yersi_pesti_CO92
HG784829	Yersi_pesti_CO92
HG784830	Yersi_pesti_CO92
HG784831	Yersi_pesti_CO92
HG784832	Yersi_pesti_CO92
HG784833	Yersi_pesti_CO92
HG784834	Yersi_pesti_CO92
HG784835	Yersi_pesti_CO92
HG784836	Yersi_pesti_CO92
HG784837	Yersi_pesti_CO92
HG784838	Yersi_pesti_CO92
HG784839	Yersi_pesti_CO92
HG784840	Yersi_pesti_CO92
HG784841	Yersi_pesti_CO92
HG784842	Yersi_pesti_CO92
HG784843	Yersi_pesti_CO92
HG784844	Yersi_pesti_CO92
HG784845	Yersi_pesti_CO92
HG784846	Yersi_pesti_CO92
HG784847	Yersi_pesti_CO92
HG784848	Yersi_pesti_CO92
HG784849	Yersi_pesti_CO92
HG784850	Yersi_pesti_CO92
